date,amount,description,category,subcategory,payment_method,location,tags
2024-01-06,-152.64,KPN,Utilities,Internet,Cash,Utrecht,
2024-11-12,-76.95,Douglas,Health,Personal_Care,Direct_Debit,Rotterdam,
2024-08-16,-238.05,Jumbo,Food,Groceries,Direct_Debit,Eindhoven,impulse_buy
2024-05-15,-95.88,Rent Payment,Housing,Rent,Card,Den Haag,bonus
2024-10-04,-256.39,Bol.com,Education,Books,Direct_Debit,Groningen,salary
2025-02-24,-22.64,Waternet,Utilities,Water,Direct_Debit,Eindhoven,weekend_fun
2025-01-13,-12.31,Albert Heijn,Food,Groceries,Cash,Utrecht,
2024-02-03,-20.01,Rent Payment,Housing,Rent,Bank_Transfer,Groningen,
2024-01-02,4392.05,Annual Bonus,Income,Bonus,Card,Den Haag,impulse_buy
2025-02-16,-194.33,Apotheek,Health,Pharmacy,Cash,Rotterdam,weekend_fun
2024-11-12,2289.97,Monthly Salary,Income,Salary,Bank_Transfer,Amsterdam,salary
2025-06-27,-189.11,Rent Payment,Housing,Rent,Card,Den Haag,gift
2024-11-26,-110.49,Douglas,Health,Personal_Care,Direct_Debit,Amsterdam,gift
2024-11-25,-209.28,Vodafone,Utilities,Phone,Direct_Debit,Eindhoven,
2025-03-28,1517.96,Annual Bonus,Income,Bonus,Card,Rotterdam,monthly_fixed
2024-05-12,-111.51,University Fees,Education,Tuition,Cash,Eindhoven,gift
2024-03-22,-176.08,GVB,Transport,Public_Transport,Bank_Transfer,Groningen,monthly_fixed
2024-12-06,-237.59,Etos,Health,Personal_Care,Bank_Transfer,Den Haag,
2025-03-23,4655.17,Dividends,Income,Investment_Income,Direct_Debit,Utrecht,monthly_income
2025-06-03,-221.9,Service Pharmacy,Health,Pharmacy,Bank_Transfer,Rotterdam,salary
2024-10-18,-144.2,Jumbo,Food,Groceries,Cash,Eindhoven,
2025-01-04,-183.0,Restaurant De Kas,Food,Dining_Out,Card,Utrecht,weekend_fun
2024-07-14,-30.56,Pathe,Entertainment,Movies,Direct_Debit,Den Haag,travel
2024-10-25,-83.83,University Fees,Education,Tuition,Cash,Utrecht,
2025-04-20,-191.07,Coffee Company,Food,Coffee,Cash,Eindhoven,self_development
2024-06-12,-196.05,Shell,Transport,Fuel,Card,Amsterdam,subscription
2025-04-30,-119.67,Uber,Transport,Taxi,Cash,Rotterdam,self_development
2025-03-16,-185.14,Plus,Food,Groceries,Card,Eindhoven,monthly_income
2025-06-19,-210.87,Bol.com,Education,Books,Direct_Debit,Rotterdam,gift
2025-02-15,-159.02,PlayStation Store,Entertainment,Games,Cash,Utrecht,
2024-12-21,-275.03,Pathe,Entertainment,Movies,Cash,Utrecht,
2024-12-26,-283.92,Apotheek,Health,Pharmacy,Cash,Rotterdam,subscription
2024-04-08,-96.17,University Fees,Education,Tuition,Direct_Debit,Amsterdam,weekend_fun
2025-04-22,-43.12,HTM,Transport,Public_Transport,Bank_Transfer,Eindhoven,salary
2025-01-24,-139.52,Greenchoice,Utilities,Electricity,Cash,Eindhoven,monthly_income
2025-01-17,-118.03,Eneco,Utilities,Gas,Direct_Debit,Amsterdam,travel
2024-07-27,-227.39,University Fees,Education,Tuition,Bank_Transfer,Den Haag,gift
2024-03-12,-128.57,Ziggo,Utilities,Internet,Cash,Rotterdam,monthly_fixed
